id,title,sponsor_extracted,confidence,method
"3756460c-5ff9-4991-a445-21a6ae79f6ac","The Independent Electoral And Boundaries Commission ( Amendment ) Bill, 2023","","STUB","STUB_PDF_171chars"
"62aefca6-9e2e-405b-abd2-539591120491","The Land Laws (amendment) Bill, 2023 (2)-1","","NOT_FOUND","NOT_FOUND"
"50459fbe-3cfe-4be1-b61b-ed9a2f313881","Health Committee Report On The Kenya Drugs Authority Bill No.54 Of 2022(1)","","NOT_FOUND","NOT_FOUND"
"776a6f6c-532e-468c-9b55-a2cd2127b56d","The Water (amendment) Bill (national Assembly Bills No. 33 Of 2023)","","NOT_FOUND","NOT_FOUND"
"b8d2df1f-79fb-4829-abb7-465c386ff208","The Social Assistance (amendment)bill, 2023","","NOT_FOUND","NOT_FOUND"
"c48e4b9d-079b-4c93-bdbd-77be746c573f","The Public Audit (amendment) Bill, 2024","","NOT_FOUND","NOT_FOUND"
"6cbfa2de-4c78-49e6-a955-1bf561d27e8c","The Social Assistance (amendment) Bill, 2023","","NOT_FOUND","NOT_FOUND"
"757e2b9c-91a0-4769-8eb8-235daa81a806","The Independent Electoral And Boundaries Commission (amendment) Bill, 2024","","NOT_FOUND","NOT_FOUND"
"5a134653-24fe-4e4c-a69b-0b03cb8c4e29","The Startup Bill Senate Bill No14 Of 2022","","NOT_FOUND","NOT_FOUND"
"bc286f32-9109-447a-88ed-35e955fc11f6","The Mung Beans Bill 2022 Senate Bill No13 Of 2023","","NOT_FOUND","NOT_FOUND"
"45f74cf1-aeb9-462f-ad4e-058ec7c944f3","The County Licensing Uniform Procedures Bill Senate Bill No9 Of 2022","Sen. (Dr.) Ochilo Ayacko","HIGH","DEEPSEEK"
"678d6c09-1643-4a8f-906a-19a69d627c9e","The Division Of Revenue Bill, 2024","","NOT_FOUND","NOT_FOUND"
"c4083367-1af5-4439-9f61-3e2b6b9a198d","Finance Bill, 2024","","NOT_FOUND","NOT_FOUND"
"b0bd52ee-2d86-45ad-af7d-fd1827e6ad1e","The Public Relations And Communication Management Bill, 2024","","NOT_FOUND","NOT_FOUND"
"55e10497-af6f-4cce-ba45-5a16e88dba4f","The Public Finance Management (amendment)(no.2) Bill ,2024","","STUB","STUB_PDF_96chars"
"132a05ca-56b8-4ec7-b93f-d1e340518d2a","The National Transport And Safety Authority (amendment) Bill, 2024","","NOT_FOUND","NOT_FOUND"
"44dd7676-6473-4275-86c6-971fdcb0ca8a","The County Boundaries Bill (senate Bill No. 6 Of 2023)","","NOT_FOUND","NOT_FOUND"
"0cf35e21-bdc5-42cd-9e15-f69c868f95de","The Agricultural Professionals Registration And Licensing Bill, 2024","","NOT_FOUND","NOT_FOUND"
"fa1caefe-cf1f-4ded-bbe9-177edb1784d3","The Assembly And Demonstration Bill,2024","","STUB","STUB_PDF_279chars"
"8443fbae-b1c2-481b-aebc-881e5dbe1cff","The County Governments Additional Allocations Bill (senate Bill No. 19 Of 2024)","","NOT_FOUND","NOT_FOUND"
"8be683d5-86a6-4172-8ea0-e60efc484abe","The Supplementary Appropriation (no. 2) Bill, 2024","","NOT_FOUND","NOT_FOUND"
"3955e6d3-5dba-49ef-895f-2a3419a4abd7","Public Procurement And Asset Disposal (amendment) Bill, 2024","","NOT_FOUND","NOT_FOUND"
"6cd4d2b1-591b-4b09-8f3c-d637df80aa2d","The Tea (amendment) Bill (senate Bill No. 1 Of 2023)","","NOT_FOUND","NOT_FOUND"
"e80e14a6-43dd-4026-aa8c-2f71da6eb7d5","Treaty Making And Ratification (amendment) (no.2) Bill, 2024","","STUB","STUB_PDF_279chars"
"857dac71-d966-4d26-9177-4d128805c03d","The Elections (amendment) (no.2) Bill (senate Bill No. 29 Of 2024)","","STUB","STUB_PDF_279chars"
"d969da56-ccdc-4409-8578-3bee6b3e27be","The Political Parties (amendment) (no.2) Bill (senate Bill No. 26 Of 2024)","","STUB","STUB_PDF_243chars"
"58b9c3c6-84fc-4f67-aece-a22199810f46","The Public Transport (motorcycle Regulation) Bill (senate Bill No. 38 Of 2023)","","NOT_FOUND","NOT_FOUND"
"c9f2cfce-0d65-48bd-9257-e078a5225471","The Constitution Of Kenya (amendment) Bill, 2025","","STUB","STUB_PDF_128chars"
"13fddab5-4c89-4354-b1ee-272594e6d236","The Energy (amendment) Bill (senate Bill No. 42 Of 2023)","","STUB","STUB_PDF_64chars"
"6cc2df27-65b9-4034-acd3-af4ce4566537","The County Public Finance Laws (amendment) Bill (senate Bill No. 39 Of 2023)","","STUB","STUB_PDF_128chars"
"6917e3b9-8cd9-4e0e-a1b0-f6607f2547ef","The Provisional Collection Of Taxes And Duties (repeal) Bill, 2025","","STUB","STUB_PDF_64chars"
"3854c733-a8ac-48e2-8465-73b8866d055d","The Public Finance Management (amendment) Bill, 2025","","STUB","STUB_PDF_128chars"
"198c17df-dbe1-4f06-9a40-9f4932e1cb15","The Kenya Information And Communications (amendment) Bill, 2025","","NOT_FOUND","NOT_FOUND"
"d53965e2-2ef1-4e8a-ab31-8c05fd0ff0f8","The County Assembly Services (amendment) Bill (senate Bill No. 34 Of 2023)","","STUB","STUB_PDF_96chars"
"981ab326-d3a6-44ec-b8be-4e740733628b","The Health(amendment) Bill,2024","","NOT_FOUND","NOT_FOUND"
"fd596d16-7a89-4047-9e02-4cc68c3b58a1","The County Governments Additional Allocations (no.2) Bill (senate Bill No. 8 Of 2025)","","NOT_FOUND","NOT_FOUND"
"7d0f2733-4b50-455b-9e68-e737595774de","The Privatization Bill, 2025 (national Assembly Bills No. 36)","","NOT_FOUND","NOT_FOUND"
"b4fa7798-c9d8-4934-b1cf-ad36891dd3b4","The Kenya Roads (amendment)(no.3) Bill, 2025.","","STUB","STUB_PDF_279chars"
"b2a72eac-6c22-407f-b6dd-ea7f8bd5030b","The Harm Reduction Bill, 2025.","","STUB","STUB_PDF_207chars"
"c8c66a92-6840-450e-872e-e65454d39528","The Kenya Judiciary Academy Bill, 2025","","NOT_FOUND","NOT_FOUND"
"a4075458-5136-4b44-ae17-aa129953e278","The Quality Healthcare And Patient Safety Bill, 2025","","NOT_FOUND","NOT_FOUND"
"ab3d375e-d4a9-488b-90dd-742ffba18ff7","The Public Service Superannuation Scheme(amendment) Bill, 2025.","","NOT_FOUND","NOT_FOUND"
"b8bc2f88-6e15-4c0c-a3e5-e41ce20a7959","The Supplementary Appropriation (no.2) Bill,2025","","NOT_FOUND","NOT_FOUND"
"63a38457-6053-4f58-abab-5baad03d31d9","The Local Content Bill (senate Bill No.50 Of 2023)","","NOT_FOUND","NOT_FOUND"
"10253244-e386-44dc-a094-fba6dc86245c","The Public Participation Bill, 2025","","STUB","STUB_PDF_207chars"
"7ae8ea47-bb03-4ef0-a2f2-3defd62b51d5","The Tribunals Bill, 2025","","NOT_FOUND","NOT_FOUND"
"f2dfc102-f26b-45c8-963e-e8b717385fa8","The National Cohesion And Intergration (amendment), 2025","","STUB","STUB_PDF_279chars"
"15c513fd-94ba-4cf9-99cd-ae67bef76ad0","The Books And Newspapers (amendment) Bill,2025","","STUB","STUB_PDF_128chars"
"35d237a9-fc9d-4a20-8e17-c5c0ff79848b","The County Governments Additional Allocations Bill, No.8 Of 2026","","OCR_REQUIRED","STUB_PDF"
"2e4e8ff1-9f96-4689-a27f-a48a961f0b48","The Medical Practitioners And Dentist (amendment) Bill,2026","","OCR_REQUIRED","STUB_PDF"
"8b213cb9-d3be-41ba-8b04-85157982e3ea","The Income Tax (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"fbbf11e4-373d-4861-a2a8-cd314d70d349","The Value Added Tax (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"0e0da6cf-5125-446b-a6b7-2c83e61781ee","The Certified Governance Secretaries Bill,2026","","OCR_REQUIRED","STUB_PDF"
"c280a6c5-589a-437a-9e51-41776e7828a4","The Criminal Procedure Code (amendment) Bill,2026","","OCR_REQUIRED","STUB_PDF"
"76681915-360f-432f-bf3c-67ddc60c03ff","The Penal Code(amendment) Bill,2026","","OCR_REQUIRED","STUB_PDF"
"0ec2521a-6db8-4c78-896b-f988373b9020","The Strategic Goods Control Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"09822b1d-3ada-4fdf-9bf9-d31d730b44df","The Equalisation Fund Appropriation Bill,2025 (national Assembly Bills No.21 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"ef7528e5-2a9a-4383-92c3-7dd639637685","The Artificial Intelligence Bill, 2026 (senate Bills No.4 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"77c4cad2-022d-4f7d-9d81-2ed5f0143c27","The Competition (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"e68469fd-9371-4486-ba12-57aa381f4e30","The Quantity Surveyors Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"751b8322-6046-468a-85a7-04f60bac9dd2","The Supplementary Appropriation Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"d75d5371-0ef9-46ae-ba7c-3407497ae259","The County Governments Election Laws (amendment) Bill (senate Bill No. 2 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"83d67340-bc80-4181-a597-bce4fe20138c","The Tobacco Control (amendment) Bill (senate Bill No. 35 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"f34b672d-9a1b-4a68-adc5-b09ed6a6f2ea","The Labour Migration And Management (no.2) Bill (senate Bill No. 42 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"7fd131d5-c1c5-4f64-8284-5b5d52853995","The Division Of Revenue Bill,2026 (national Assembly Bills No.2 Of 2026)","","OCR_REQUIRED","STUB_PDF"
"0d1aec93-552a-4ce4-8503-82e069cb9745","The Special Economic Zones (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"16765de7-3e05-4e16-8dd8-b55eabb3ba32","The Sovereign Wealth Fund Bill,2026","","OCR_REQUIRED","STUB_PDF"
"fdacc286-10d7-408d-b4e7-9dbfd34852f4","The County Library Services Bill (senate Bill No. 40 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"9e85c21a-93df-4f7c-88a5-d6d0506651bb","The Sports (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"2151df62-d239-4f6c-b9cf-c2e965b84eac","The Division Of Revenue Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"d96c88e0-fad5-4688-b6fc-f93e2067c250","The Mining (amendment) Bill, No.22 Of 2025","","OCR_REQUIRED","STUB_PDF"
"5f1b70ca-3c2d-4034-ba9e-35d079c57d38","The Architects Bill,2026","","OCR_REQUIRED","STUB_PDF"
"fde40e1c-8c80-4e35-b0af-deb926180c89","The Power Of Mercy Bill,2025","","OCR_REQUIRED","STUB_PDF"
"573acad5-31a8-4848-8ba7-28773dad8fa3","Order Paper For Tuesday, 24th February 2026","","STUB","STUB_PDF"
"62a39953-afd5-4bd2-a4f2-79847ef5f46c","The Public Service Internship Bill, 2022 (national Assembly Bills No.63 Of 2022)","","OCR_REQUIRED","STUB_PDF"
"bba90c0f-e743-4804-a621-26ea0ea7f9a2","The Basic Education (amendment)bill,2023 (national Assembly Bills No.59 Of 2023)","","OCR_REQUIRED","STUB_PDF"
"7afd1a68-ed79-408f-9e50-02dfefc84d0f","The Hansard - Tuesday, 17 February 2026","","OCR_REQUIRED","STUB_PDF"
"c350bbd7-0fe4-4bfc-aa3c-c0ddc8b15c80","The National Cohesion And Integration Bill, 2023","","OCR_REQUIRED","STUB_PDF"
"83d18bc9-33ce-4ff4-a07e-7d68e9a30ef9","The National Infrastructure Fund Bill,2025","","OCR_REQUIRED","STUB_PDF"
"b7cf66e0-663f-4738-9a68-dd115107c5e8","The Miscellaneous Fees And Levis (amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"3ab9a89c-4040-4bef-bd3a-2a41726a18a1","The Criminal Procedure Code (amendment)bill,2025","","OCR_REQUIRED","STUB_PDF"
"c49824ed-ed1b-4bf8-9755-d07915e745b6","The Registration Of Persons (amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"bb0e848b-4693-4a8c-92f9-7519b59a13ed","The Education Laws (amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"c3791fa8-977e-4a5a-88c2-4f141cf7d283","The Kenyan Citizenship And Immigration(amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"540390a5-7f33-462e-b220-f4cbb3324342","The Prevention Of Livestock And Produce Theft Bill (senate Bill No. 12 Of 2023)","","OCR_REQUIRED","STUB_PDF"
"74eabff8-5bfe-4f21-971d-8f1412c8c195","Affordable Housing Bill, 2023.","","OCR_REQUIRED","STUB_PDF"
"8a742baf-0853-4596-9a9b-2a1bda51b216","The Civic Education Bill, No.4 Of 2024","","OCR_REQUIRED","STUB_PDF"
"0966c765-d7d0-4072-b969-c943e178aa87","The County Oversight And Accountability Bill,no.3 Of 2024","","OCR_REQUIRED","STUB_PDF"
"e232dc00-e153-431a-8c57-3e013c96b119","Committal Of A Bill - Law Of Succession ( Amendment ) Bill, 2023","","OCR_REQUIRED","STUB_PDF"
"3626a689-e02b-488b-8b09-18a2b9698f1b","The Public Finance Management (amendment) (no.4) Bill (national Assembly Bills No. 45 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"96ef0ddf-934d-4bcb-af2c-208ab611c09f","The Public Finance Management (amendment) ( No.3) Bill ( National Assembly Bills No. 44 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"75f9f99e-a3af-4fe3-a356-536810e18e0d","The Division Of Revenue Bill ( National Assembly Bills No.10 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"a56259ce-5ee5-4447-a414-dafcbf7dc57a","The Public Finance Management (amendment) ( No.2) Bill ( National Assembly Bills No. 26 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"1f75cd55-963a-4c02-908d-6b0713d0d64e","The Kenya National Council For Population And Development Bill, (national Assembly Bill No.72 Of 2023)","","OCR_REQUIRED","STUB_PDF"
"22ad466e-4b5a-482f-a786-2cc2a3840c49","The Culture Bill, (national Assembly Bill No.12 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"15816189-a05e-478c-9f52-3d3f7a5b96cf","The County Governments Additional Allocation Bill (national Assembly Bill No.2 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"1cf11ed8-a915-437a-baf1-69adc1c33198","The Energy (amendment) Bill,no.11 Of 2025","","OCR_REQUIRED","STUB_PDF"
"b9b23955-4357-4ac8-a98f-fc710fe23117","The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025","","OCR_REQUIRED","STUB_PDF"
"35d237a9-fc9d-4a20-8e17-c5c0ff79848b","The County Governments Additional Allocations Bill, No.8 Of 2026","","OCR_REQUIRED","STUB_PDF"
"2e4e8ff1-9f96-4689-a27f-a48a961f0b48","The Medical Practitioners And Dentist (amendment) Bill,2026","","OCR_REQUIRED","STUB_PDF"
"8b213cb9-d3be-41ba-8b04-85157982e3ea","The Income Tax (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"fbbf11e4-373d-4861-a2a8-cd314d70d349","The Value Added Tax (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"0e0da6cf-5125-446b-a6b7-2c83e61781ee","The Certified Governance Secretaries Bill,2026","","OCR_REQUIRED","STUB_PDF"
"c280a6c5-589a-437a-9e51-41776e7828a4","The Criminal Procedure Code (amendment) Bill,2026","","OCR_REQUIRED","STUB_PDF"
"76681915-360f-432f-bf3c-67ddc60c03ff","The Penal Code(amendment) Bill,2026","","OCR_REQUIRED","STUB_PDF"
"0ec2521a-6db8-4c78-896b-f988373b9020","The Strategic Goods Control Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"09822b1d-3ada-4fdf-9bf9-d31d730b44df","The Equalisation Fund Appropriation Bill,2025 (national Assembly Bills No.21 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"ef7528e5-2a9a-4383-92c3-7dd639637685","The Artificial Intelligence Bill, 2026 (senate Bills No.4 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"77c4cad2-022d-4f7d-9d81-2ed5f0143c27","The Competition (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"e68469fd-9371-4486-ba12-57aa381f4e30","The Quantity Surveyors Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"751b8322-6046-468a-85a7-04f60bac9dd2","The Supplementary Appropriation Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"d75d5371-0ef9-46ae-ba7c-3407497ae259","The County Governments Election Laws (amendment) Bill (senate Bill No. 2 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"83d67340-bc80-4181-a597-bce4fe20138c","The Tobacco Control (amendment) Bill (senate Bill No. 35 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"f34b672d-9a1b-4a68-adc5-b09ed6a6f2ea","The Labour Migration And Management (no.2) Bill (senate Bill No. 42 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"7fd131d5-c1c5-4f64-8284-5b5d52853995","The Division Of Revenue Bill,2026 (national Assembly Bills No.2 Of 2026)","","OCR_REQUIRED","STUB_PDF"
"0d1aec93-552a-4ce4-8503-82e069cb9745","The Special Economic Zones (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"16765de7-3e05-4e16-8dd8-b55eabb3ba32","The Sovereign Wealth Fund Bill,2026","","OCR_REQUIRED","STUB_PDF"
"fdacc286-10d7-408d-b4e7-9dbfd34852f4","The County Library Services Bill (senate Bill No. 40 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"9e85c21a-93df-4f7c-88a5-d6d0506651bb","The Sports (amendment) Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"2151df62-d239-4f6c-b9cf-c2e965b84eac","The Division Of Revenue Bill, 2026","","OCR_REQUIRED","STUB_PDF"
"d96c88e0-fad5-4688-b6fc-f93e2067c250","The Mining (amendment) Bill, No.22 Of 2025","","OCR_REQUIRED","STUB_PDF"
"5f1b70ca-3c2d-4034-ba9e-35d079c57d38","The Architects Bill,2026","","OCR_REQUIRED","STUB_PDF"
"fde40e1c-8c80-4e35-b0af-deb926180c89","The Power Of Mercy Bill,2025","","OCR_REQUIRED","STUB_PDF"
"573acad5-31a8-4848-8ba7-28773dad8fa3","Order Paper For Tuesday, 24th February 2026","","STUB","STUB_PDF"
"62a39953-afd5-4bd2-a4f2-79847ef5f46c","The Public Service Internship Bill, 2022 (national Assembly Bills No.63 Of 2022)","","OCR_REQUIRED","STUB_PDF"
"bba90c0f-e743-4804-a621-26ea0ea7f9a2","The Basic Education (amendment)bill,2023 (national Assembly Bills No.59 Of 2023)","","OCR_REQUIRED","STUB_PDF"
"7afd1a68-ed79-408f-9e50-02dfefc84d0f","The Hansard - Tuesday, 17 February 2026","","OCR_REQUIRED","STUB_PDF"
"c350bbd7-0fe4-4bfc-aa3c-c0ddc8b15c80","The National Cohesion And Integration Bill, 2023","","OCR_REQUIRED","STUB_PDF"
"83d18bc9-33ce-4ff4-a07e-7d68e9a30ef9","The National Infrastructure Fund Bill,2025","","OCR_REQUIRED","STUB_PDF"
"b7cf66e0-663f-4738-9a68-dd115107c5e8","The Miscellaneous Fees And Levis (amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"3ab9a89c-4040-4bef-bd3a-2a41726a18a1","The Criminal Procedure Code (amendment)bill,2025","","OCR_REQUIRED","STUB_PDF"
"c49824ed-ed1b-4bf8-9755-d07915e745b6","The Registration Of Persons (amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"bb0e848b-4693-4a8c-92f9-7519b59a13ed","The Education Laws (amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"c3791fa8-977e-4a5a-88c2-4f141cf7d283","The Kenyan Citizenship And Immigration(amendment) Bill,2025","","OCR_REQUIRED","STUB_PDF"
"540390a5-7f33-462e-b220-f4cbb3324342","The Prevention Of Livestock And Produce Theft Bill (senate Bill No. 12 Of 2023)","","OCR_REQUIRED","STUB_PDF"
"74eabff8-5bfe-4f21-971d-8f1412c8c195","Affordable Housing Bill, 2023.","","OCR_REQUIRED","STUB_PDF"
"8a742baf-0853-4596-9a9b-2a1bda51b216","The Civic Education Bill, No.4 Of 2024","","OCR_REQUIRED","STUB_PDF"
"0966c765-d7d0-4072-b969-c943e178aa87","The County Oversight And Accountability Bill,no.3 Of 2024","","OCR_REQUIRED","STUB_PDF"
"e232dc00-e153-431a-8c57-3e013c96b119","Committal Of A Bill - Law Of Succession ( Amendment ) Bill, 2023","","OCR_REQUIRED","STUB_PDF"
"3626a689-e02b-488b-8b09-18a2b9698f1b","The Public Finance Management (amendment) (no.4) Bill (national Assembly Bills No. 45 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"96ef0ddf-934d-4bcb-af2c-208ab611c09f","The Public Finance Management (amendment) ( No.3) Bill ( National Assembly Bills No. 44 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"75f9f99e-a3af-4fe3-a356-536810e18e0d","The Division Of Revenue Bill ( National Assembly Bills No.10 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"a56259ce-5ee5-4447-a414-dafcbf7dc57a","The Public Finance Management (amendment) ( No.2) Bill ( National Assembly Bills No. 26 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"1f75cd55-963a-4c02-908d-6b0713d0d64e","The Kenya National Council For Population And Development Bill, (national Assembly Bill No.72 Of 2023)","","OCR_REQUIRED","STUB_PDF"
"22ad466e-4b5a-482f-a786-2cc2a3840c49","The Culture Bill, (national Assembly Bill No.12 Of 2024)","","OCR_REQUIRED","STUB_PDF"
"15816189-a05e-478c-9f52-3d3f7a5b96cf","The County Governments Additional Allocation Bill (national Assembly Bill No.2 Of 2025)","","OCR_REQUIRED","STUB_PDF"
"1cf11ed8-a915-437a-baf1-69adc1c33198","The Energy (amendment) Bill,no.11 Of 2025","","OCR_REQUIRED","STUB_PDF"
"b9b23955-4357-4ac8-a98f-fc710fe23117","The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025","","OCR_REQUIRED","STUB_PDF"
"35d237a9-fc9d-4a20-8e17-c5c0ff79848b","The County Governments Additional Allocations Bill, No.8 Of 2026","","OCR_REQUIRED","STUB_PDF"
"2e4e8ff1-9f96-4689-a27f-a48a961f0b48","The Medical Practitioners And Dentist (amendment) Bill,2026","","OCR_REQUIRED","STUB_PDF"
